Technical Support
Troubleshooting
Windows
Linux
Networking
TCP/IP
DNS
DHCP
Active Directory
SQL
Cloud Computing
Ticketing Systems
Remote Support
Hardware Troubleshooting
Software Troubleshooting
Microsoft 365
Customer Service
ITIL
