Software Testing
Manual Testing
Test Cases
Test Plans
Regression Testing
Functional Testing
API Testing
Selenium
SQL
Jira
Postman
Git
Bug Tracking
Agile
Scrum
Test Automation
Quality Assurance
Defect Management
