SQL
Excel
Power BI
Tableau
DAX
Data Visualization
Data Analysis
Dashboard Development
KPI
Reporting
ETL
Data Modeling
Data Warehousing
Power Query
Statistics
Business Analysis
Data Cleaning
Stakeholder Management
